Longitude,Latitude,Magnitude
-123.39333,36.3095,3.2
-118.4295,35.88383,4.15
-118.32917,35.83933,3.52
-118.39917,35.86383,3.19
-118.39967,35.86517,3.84
-124.497,40.31417,2.62
-119.20316,35.27783,2.79
-121.36134,40.1625,2.54
-120.395,34.90967,3
-125.49467,41.567,2.67
-118.32417,35.90483,4.72
-118.41016,35.867,3.5
-119.66933,35.768,2.66
-121.69334,37.3245,3.6
-118.43716,35.89217,2.9
-120.286,39.37333,2.5
-123.36767,39.582,3.3
-120.29617,36.21833,2.58
-119.4215,35.109,3.4
-121.30067,39.969,2.7
-119.9065,35.49733,2.97
-118.48817,35.899,2.64
-118.40466,35.86883,4.13
-122.6635,40.04433,2.69
-118.452,35.87417,3.57
-118.63216,35.90783,3.14
-118.50183,35.909,3.8
-121.09033,36.51633,2.69
-121.337,39.97066,2.54
-118.63783,35.91733,3.27
-118.47567,35.84717,3.86
-118.4805,35.9025,3.45
-122.625,40.03433,2.69
-118.408,35.875,3.09
-120.418,36.21883,3.11
-118.82584,37.54883,2.63
-120.00183,39.0705,2.58
-123.36517,39.5845,3.1
-119.964,35.4415,2.68
-122.79933,38.81433,2.96
-118.73967,35.882,2.97
-119.73016,35.90816,2.69
-120.39384,36.27167,3.17
-123.2475,40.904,2.61
-118.47317,35.8845,3.65
-118.39384,35.89967,2.65
-118.8,37.46367,2.98
-119.71467,39.42916,2.78
-125.73517,41.77517,3.34
-120.31567,36.19567,2.53
-118.38834,37.99083,2.79
-124.3105,40.4105,2.92
-123.36567,39.57933,3.09
-122.34084,37.971,2.57
-122.21217,41.12033,2.53
-124.72816,40.346,2.77
-125.12634,40.40483,3.22
-118.65617,37.49483,3.19
-120.3405,36.245,2.84
-118.62833,37.468,2.86
-118.84617,37.46017,3.21
-123.36367,39.576,3.5
-120.22083,36.10217,2.75
-118.4025,35.87283,3.45
-118.40334,35.88867,3.29
-124.51383,40.31183,3.2
-119.859,35.49767,3.22
-118.72317,35.89583,2.77
-121.51067,36.79967,2.82
-119.83434,35.88633,3.18
-118.499,35.955,3.07
-118.64083,35.96967,2.84
-118.371,35.85333,3.94
-119.31133,35.179,3.01
-118.37233,35.88683,2.81
-119.81133,35.50933,2.5
-119.96867,35.82883,3.21
-124.25517,40.58233,4.1
-119.581,37.63717,2.63
-127.025,41.89083,3.9
-123.052,40.37483,2.66
-118.62016,35.93433,2.93
-118.69267,37.45,2.68
-120.39367,36.24333,2.56
-119.42433,35.246,3.16
-120.85017,36.28967,2.61
-119.71333,35.53017,3.15
-123.22567,39.53083,3.08
-125.4205,40.436,4.3
-118.794,37.56017,2.58
-125.35683,40.419,3.13
-118.81866,37.46867,3.7
-118.81934,37.47217,2.56
-122.70766,38.884,2.71
-121.334,36.8595,2.71
-123.75017,40.11483,2.57
-122.7925,38.809,2.55
-119.66683,35.584,3.5
-120.3685,36.21783,2.79
-119.82867,35.49317,2.72
-122.70316,38.88367,2.94
-118.8915,37.62517,3.5
-118.8925,37.62333,3.07
-118.8935,37.6225,2.51
-121.0955,36.5325,2.74
-119.114,38.23933,2.54
-120.16167,36.07117,2.53
-123.513,39.76767,3
-123.164,39.72817,2.75
-118.7555,37.51467,2.99
-124.50584,40.29767,3.7
-121.98183,37.67467,3
-124.82333,40.56867,3.3
-118.84517,37.5635,2.78
-120.44017,36.21267,4.06
-118.92133,37.63167,2.66
-120.98983,36.41617,2.94
-120.813,39.95817,2.73
-125.08167,40.42267,3.04
-124.93066,40.79283,2.72
-120.59783,40.506,2.66
-118.86733,37.52383,3.8
-118.86567,37.5225,2.84
-124.49133,40.30217,3.27
-123.502,39.64734,2.69
-120.10233,41.0745,2.57
-122.79317,38.82233,2.86
-118.42416,37.49333,2.9
-122.15383,40.79683,3.4
-122.14733,40.80083,2.86
-122.8085,38.80416,2.5
-122.15984,40.80067,2.8
-118.84184,37.59883,2.66
-121.16634,36.57084,2.77
-122.7965,38.80517,2.98
-121.292,40.34917,2.73
-124.49367,40.33417,3.14
-122.79517,38.81683,2.62
-121.53867,36.944,2.54
-120.99084,34.7795,2.5
-120.663,39.78883,2.62
-124.5735,40.316,2.94
-123.26133,39.396,2.61
-124.307,40.29016,2.95
-120.21133,36.084,2.93
-120.349,36.17633,2.59
-122.6405,40.7545,2.84
-121.37717,36.79383,3.15
-118.7175,38.026,3.15
-118.723,38.03567,3.5
-120.16383,36.03367,2.99
-120.4335,36.30767,2.94
-120.43083,36.30667,2.56
-118.72567,38.02917,2.5
-119.85616,35.85817,2.82
-118.72433,38.02817,2.8
-118.72417,38.034,2.65
-121.03284,36.537,3.05
-125.0655,40.6185,2.67
-121.03333,36.539,3.1
-119.75,35.893,3.06
-122.79483,38.79716,2.7
-118.7235,38.031,3.7
-118.82083,37.47267,2.95
-121.321,36.68983,2.6
-125.26483,40.4185,2.52
-122.80783,38.80883,2.59
-120.284,36.176,3.54
-121.71533,37.3515,2.89
-122.80016,38.817,2.78
-119.973,37.83917,3
-123.22366,38.938,2.6
-123.18884,41.14267,3.44
-123.75684,40.45033,3.2
-123.37466,39.573,3.4
-120.92983,34.81583,2.55
-121.22,36.61267,2.69
-125.728,40.44533,2.54
-119.54667,35.9615,2.56
-123.23967,39.874,2.61
-122.812,38.8095,3.07
-121.35217,36.81833,3.4
-121.54117,36.81917,2.7
-120.429,36.27783,2.98
-124.53567,40.31083,2.82
-121.4775,37.038,3.2
-123.9815,40.32833,2.64
-120.41917,36.28017,3.63
-125.6465,40.408,5.66
-122.809,38.81017,3.09
-125.12016,40.4125,3.72
-120.19633,36.142,2.93
-122.8475,39.48067,2.91
-120.2085,36.095,4.32
-125.4205,40.6395,3.56
-124.50667,40.31,2.97
-125.51583,40.60283,3.2
-120.213,36.09533,3.31
-118.83933,38.80367,2.63
-118.82784,38.79933,2.92
-125.055,40.49267,2.81
-119.36017,38.21717,2.86
-120.95966,34.85083,2.86
-118.84433,37.56133,3.5
-118.84267,37.56133,2.82
-120.335,36.20033,2.6
-118.92216,37.60883,3.16
-120.22816,36.093,2.94
-124.4415,40.57417,3.3
-120.49316,39.82717,2.71
-121.04784,36.477,2.74
-124.46817,40.4885,2.79
-118.8055,37.47633,3.04
-119.83933,34.35333,3.06
-120.2205,36.07767,2.57
-121.13067,36.54267,2.74
-122.8095,38.812,2.51
-118.3875,35.86533,3.35
-118.30133,38.07683,2.96
-118.5015,36.04283,2.69
-120.517,36.328,2.56
-118.8645,37.54984,3.9
-124.385,40.2995,2.69
-120.41917,36.25,2.79
-121.49483,37.06267,3.02
-118.83183,37.57333,2.84
-118.32,35.90483,3.65
-118.35667,35.91617,3.35
-118.12334,38.00367,3.16
-119.63416,34.37417,2.52
-120.70866,35.166,2.87
-120.24883,36.18417,2.87
-120.25117,36.17617,2.78
-118.83434,38.81133,2.82
-121.198,36.595,2.5
-121.41433,36.85867,2.62
-124.35183,40.34283,2.99
-121.733,37.367,3.3
-122.77533,38.78867,2.64
-122.8035,38.8155,3.01
-118.2705,35.8895,3.33
-118.12933,36.29767,2.91
-121.83717,37.42933,2.72
-120.1855,36.09067,2.51
-125.28917,40.41967,2.77
-120.04684,36.82767,2.82
-122.81866,38.80383,2.59
-118.64667,37.44833,3.5
-121.75417,37.35283,3.17
-120.41467,36.25283,2.76
-120.33617,34.8665,2.68
-118.28817,35.81283,3.27
-120.41783,36.263,2.84
-118.42184,35.9,2.61
-118.22317,36.1735,3.02
-118.46633,35.871,2.59
-122.80817,38.8045,2.52
-118.52634,37.40867,3.8
-118.4445,35.922,2.65
-118.52216,37.40717,4
-118.5265,37.41383,3.04
-121.542,40.46833,2.62
-121.63866,37.2525,2.68
-119.8365,38.38766,2.52
-124.2675,40.28617,4
-124.29483,40.28117,3.9
-124.28783,40.283,2.98
-121.56367,37.1625,2.79
-120.21183,36.09017,2.55
-122.82484,38.80033,2.57
-120.21384,36.08983,3.23
-122.82516,38.80133,2.59
-125.389,40.40567,3.14
-120.21684,36.0915,3.17
-118.45983,35.98734,3.63
-118.8405,37.50517,2.5
-121.84717,38.212,2.6
-118.8445,37.56116,2.51
-125.03533,40.772,3.47
-124.23517,40.35983,3.23
-119.96067,36.337,2.53
-118.35067,35.8965,2.75
-119.87534,35.90117,2.7
-121.60183,36.86183,2.88
-121.601,36.86383,2.71
-117.8335,35.7255,2.76
-119.75433,35.69883,2.89
-121.59817,36.86033,2.72
-122.8025,38.8135,2.62
-118.4495,37.53316,3.01
-121.59666,36.8595,2.64
-126.46667,40.646,3.01
-118.29884,36.21783,2.98
-117.92883,35.82367,3.3
-124.4705,40.38383,3.03
-121.89567,36.37667,5.1
-121.886,36.38083,3.1
-121.8755,36.38133,3.6
-121.88883,36.3685,3
-121.87517,36.407,2.53
-121.884,36.389,4.5
-121.88667,36.38417,2.97
-121.8745,36.39933,2.57
-121.88316,36.38917,3
-119.71783,38.82417,2.98
-121.876,36.3845,3.6
-119.924,38.81983,2.71
-121.876,36.38083,3.7
-118.82684,38.81367,2.68
-119.53616,38.5225,2.55
-119.56384,38.50367,2.59
-124.29134,40.28133,2.66
-124.27517,40.29183,3.02
-120.21833,36.13233,2.62
-118.95383,35.16533,2.79
-120.18884,36.12783,3.2
-121.00567,34.81133,2.78
-120.25134,36.14583,2.65
-117.87617,38.22667,2.66
-125.363,40.4405,2.68
-120.41634,36.2685,3.8
-120.158,35.944,3.34
-125.03384,40.36733,2.58
-122.33266,38.85117,2.57
-120.30867,36.20767,2.99
-122.79266,38.80717,2.61
-123.516,41.1865,3
-124.716,40.61517,3.2
-118.09583,35.81483,3.88
-125.6105,41.11433,3.34
-124.54816,40.35266,2.85
-121.80583,37.91017,2.99
-124.314,40.76683,3.78
-119.84267,38.81816,2.62
-118.7945,37.53033,2.51
-121.2935,36.67317,2.8
-118.53516,37.42667,2.89
-118.10667,35.97717,3.7
-119.0445,37.6375,3.8
-124.5485,40.4365,2.51
-118.90283,34.56983,4.36
-120.04017,39.13066,2.62
-120.1105,39.062,2.51
-119.283,34.817,3.34
-120.388,33.676,3.09
-121.69534,40.62433,3
-124.51067,40.333,2.75
-120.30666,36.2535,2.52
-120.213,36.1095,3.09
-121.89384,36.39717,4.1
-120.21667,36.1125,2.7
-125.501,37.62083,3.9
-121.36217,36.71817,2.51
-123.27666,39.41967,2.58
-118.33783,35.97017,2.59
-121.87867,36.39567,3.4
-124.15166,40.45617,3.1
-121.357,35.8435,2.9
-122.27533,38.554,2.53
-122.77734,38.795,2.55
-118.40984,37.49567,3.17
-122.45517,38.65767,2.52
-118.34817,35.86017,3.17
-119.5585,35.07133,2.59
-118.31633,35.82683,3.23
-122.80783,38.79583,2.73
-122.7835,38.801,2.97
-117.8425,39.99117,5.05
-117.80117,40.00317,2.53
-117.8785,40.0665,2.53
-118.20617,39.08633,3.93
-121.256,36.64267,2.62
-120.26783,36.18967,2.99
-119.6875,38.84367,4.3
-119.59566,38.89283,3.6
-120.20866,36.1305,2.59
-121.40867,36.82967,2.55
-120.1605,36.174,2.6
-123.57383,39.73466,2.58
-120.32833,36.2815,4.1
-117.80133,39.96517,3.88
-118.74533,37.55017,2.92
-127.1025,40.55283,2.68
-122.82684,40.14783,2.91
-123.86983,40.275,2.9
-125.03767,40.87883,3.05
-117.8455,36.531,2.67
-120.41383,36.278,2.54
-122.8025,38.82033,2.6
-118.58767,35.97083,3.07
-117.84483,39.852,3.08
-122.77333,38.78883,2.55
-124.47083,40.35683,2.94
-118.58483,37.385,2.72
-118.58683,37.38433,4.5
-119.65283,34.69233,3.9
-122.8105,38.81917,2.67
-125.19517,40.43083,5.2
-121.31517,36.68933,2.62
-121.65366,37.281,2.64
-122.82516,38.79667,2.64
-124.37733,40.38334,2.77
-120.5775,36.02033,2.75
-122.79517,38.81083,3
-120.3075,37.96517,2.56
-117.7485,39.96283,2.6
-118.83334,37.46633,3
-120.429,36.26417,2.73
-122.81734,38.8265,3.11
-118.86884,37.5665,2.87
-118.47816,37.58267,3.1
-118.79483,37.49583,3.4
-125.63633,40.414,2.54
-118.318,35.91783,2.98
-122.8035,38.81983,2.67
-118.83234,37.47883,3.4
-117.76,39.94233,2.68
-124.4745,40.21983,3.09
-124.5105,40.38117,3.2
-118.18417,37.61883,2.97
-118.00217,38.822,2.63
-122.38533,38.57117,2.85
-118.88416,37.62783,2.64
-118.8825,37.62634,2.57
-124.475,40.32033,2.9
-118.87783,37.495,2.69
-118.81,37.526,3.04
-120.25083,36.15483,3.2
-120.99167,36.429,2.52
-121.58583,36.9615,3.08
-119.019,34.91833,3.46
-121.36733,35.84367,2.53
-118.83417,37.479,3.25
-118.833,37.4805,3.21
-118.83317,37.47933,3.26
-125.744,40.4175,2.96
-122.81533,38.80367,2.51
-125.23267,40.42383,2.6
-119.72117,35.80567,3.23
-124.58884,41.057,3.6
-121.22916,35.7555,2.63
-118.8955,35.666,2.76
-121.71867,37.75917,4.1
-122.78133,38.80333,2.52
-118.94133,37.63917,2.68
-124.0155,40.89367,3.4
-120.48734,36.28733,3.26
-120.47916,36.274,3.04
-120.66267,39.79133,2.7
-118.30583,35.87967,3.33
-118.39767,37.24783,2.57
-120.65833,39.79483,3.4
-120.666,39.777,2.91
-122.80817,38.81667,2.51
-118.32967,35.9995,4.21
-118.33366,36.01217,4.22
-118.33533,36.013,4.14
-119.555,35.4755,3.34
-125.73434,41.43233,3.18
-123.12967,40.9945,3.04
-120.48383,36.28717,2.5
-120.26867,36.1975,3.12
-123.21233,39.3065,3.2
-121.465,36.76233,4
-125.63416,40.45117,2.69
-118.66417,36.0495,3.02
-118.93217,37.64617,2.86
-118.7825,37.5485,3.11
-122.12083,37.74117,4.3
-122.12917,37.74434,2.64
-120.01967,37.68583,2.86
-124.282,40.41516,2.6
-122.12917,37.7455,2.58
-117.8275,36.19217,3.16
-122.78117,38.7995,2.99
-119.60633,35.849,2.59
-122.12583,37.73633,2.67
-121.33984,40.05467,2.63
-118.78183,37.54733,2.93
-125.39133,40.35383,3.47
-121.73434,37.373,2.58
-124.52333,40.30217,3.1
-120.1195,39.39483,2.66
-118.3345,36.01283,3.67
-118.7525,35.92667,2.73
-118.60083,37.93433,3.14
-119.00867,37.419,2.57
-118.8335,37.48033,3.4
-118.83583,37.47717,2.86
-118.20734,35.80917,3.14
-125.74,40.42033,2.94
-121.98083,38.91483,2.64
-122.7965,38.805,2.81
-122.80067,38.81217,2.62
-117.932,35.34867,3.05
-118.32066,35.608,2.5
-119.70783,35.772,3.37
-123.88433,40.2745,2.65
-121.37,37.39933,2.77
-117.906,35.3365,2.6
-118.41317,35.93583,3.87
-118.384,35.93017,3.03
-118.35316,35.96917,3.2
-120.368,36.27917,3.08
-119.98267,37.63867,2.52
-120.51817,36.32433,2.67
-119.3935,34.4695,2.5
-123.27683,39.35583,2.94
-122.79533,38.8115,3
-122.79083,38.80433,2.83
-122.804,38.804,2.52
-118.82283,37.5595,3.37
-119.67316,36.17933,2.91
-122.55016,40.7305,2.65
-120.2585,36.234,3.7
-120.53,35.73067,2.52
-120.25584,36.23317,3.3
-120.40117,36.2795,3
-121.414,34.80416,2.82
-120.37366,36.23717,2.62
-122.78117,38.87467,2.56
-121.09683,35.70016,3
-121.09367,35.7005,2.68
-118.845,37.55583,2.92
-122.79567,38.81583,2.75
-119.645,36.19233,3.08
-118.295,35.96567,2.51
-118.07267,34.56267,2.58
-119.01083,34.89633,3.04
-123.69566,41.1385,3.11
-118.81734,37.44467,2.51
-118.7115,38.04217,3.04
-123.57816,39.73867,2.6
-124.8185,40.69667,2.61
-122.825,38.80233,2.65
-125.32233,40.4855,3.7
-122.13583,37.7415,2.64
-118.4065,36.38233,2.98
-123.276,39.36067,2.97
-125.146,40.4275,3.9
-118.274,36.22083,2.69
-118.33234,36.01733,2.56
-122.78316,38.80983,2.54
-119.6145,34.22367,3
-119.58033,34.12933,2.55
-119.57267,34.02467,2.74
-119.56533,34.13483,2.78
-119.58583,34.14683,2.68
-119.63567,34.25383,2.9
-119.64867,34.23367,3.66
-124.018,40.41,3.3
-119.6455,34.24533,3.76
-119.56617,34.14833,3.14
-119.578,34.13334,2.59
-118.291,36.21567,2.92
-119.649,34.269,3.86
-119.59683,34.18667,3.51
-119.6025,34.185,2.86
-121.526,40.29083,3.17
-120.32484,34.592,2.7
-121.52634,40.28667,3.16
-118.848,37.54483,3.01
-121.53133,40.307,3
-119.58383,34.13883,2.66
-119.599,34.1785,3.81
-119.59483,34.29433,3.01
-119.5405,34.578,3.31
-119.57633,34.14717,2.66
-119.68833,34.03633,2.85
-119.59634,34.1555,2.91
-120.29517,36.17933,4
-121.67883,37.30967,6.2
-121.663,37.2855,3.85
-121.6585,37.287,2.61
-121.6645,37.286,3.4
-121.64883,37.27717,3.3
-121.64467,37.26266,3.1
-121.65617,37.28467,2.55
-121.63883,37.25417,2.65
-121.65567,37.27667,2.75
-121.59634,37.2155,3.5
-121.64567,37.26067,2.91
-122.81883,38.79667,2.59
-121.6445,37.25917,3.14
-121.6415,37.25933,2.68
-121.68584,37.3145,3.1
-121.6,37.21817,2.61
-125.3855,40.7445,2.57
-121.63667,37.25167,2.6
-121.66817,37.2855,3.1
-119.59583,34.14483,2.61
-121.6495,37.27633,2.77
-119.63883,34.24367,2.55
-119.60917,34.17633,3.65
-126.44183,41.88183,3.25
-121.646,37.262,2.88
-121.564,37.14517,3.6
-121.62783,37.239,3
-121.15166,36.5615,3.05
-121.56184,37.14317,3.7
-121.65517,37.276,2.72
-121.64233,37.25667,3
-125.568,40.41683,2.68
-121.639,37.256,2.81
-122.803,38.82033,3.04
-121.64684,37.23667,2.7
-121.64,37.259,2.53
-121.52666,37.12383,3.5
-121.52417,37.12117,2.55
-121.52383,37.11917,3
-121.6465,37.27267,3.4
-118.63433,37.45483,2.6
-121.56734,37.1085,2.98
-118.873,37.46517,2.6
-121.64783,37.26317,2.5
-118.68716,38.30233,2.7
-118.8885,37.62767,4.7
-118.88617,37.62433,3.28
-118.88284,37.62817,2.68
-118.8955,37.62867,2.62
-118.89516,37.627,2.94
-118.89616,37.63083,2.79
-118.896,37.62717,3.7
-118.89467,37.62917,2.91
-118.89967,37.6275,3.1
-118.89484,37.6305,2.58
-118.853,37.639,2.66
-118.89917,37.6305,2.66
-118.88834,37.62667,2.73
-124.9565,40.39067,3.12
-122.67384,40.88217,2.75
-125.01967,40.4,2.7
-118.88433,37.62167,2.94
-121.56084,37.14567,3.05
-118.41084,37.4915,2.6
-121.64083,37.25867,2.66
-122.25883,40.46433,2.62
-121.64066,37.25767,2.76
-122.80666,38.8135,3.23
-118.82433,37.471,3
-121.62417,37.27883,3.2
-122.416,40.829,2.73
-121.61833,37.22833,3.1
-124.35567,40.35517,2.8
-120.31517,36.22117,3
-121.64867,37.27467,3
-124.5055,40.43017,3.5
-124.49067,40.45717,2.79
-121.64467,37.26317,2.65
-121.65083,37.278,3.2
-121.6495,37.27783,4.2
-122.129,37.739,2.97
-118.84,37.47383,2.59
-118.83767,37.47583,3.33
-124.70233,40.47633,3.07
-121.66317,37.28533,3.4
-118.93166,37.6405,2.72
-121.49983,37.05117,2.59
-121.666,37.28717,2.54
-119.45766,34.9685,2.72
-121.55534,37.10417,3
-118.8005,37.4965,3.41
-121.687,37.31617,2.82
-120.4185,36.28633,2.65
-124.59917,40.31083,2.98
-122.80517,38.82717,2.83
-124.09167,40.20467,3.5
-121.66283,37.28483,3.1
-122.04417,38.3295,2.68
-119.97134,34.66817,4.16
-119.95233,34.68017,2.59
-119.96833,34.67033,3.03
-118.62,37.47183,2.74
-119.95533,34.6705,2.57
-120.38416,36.29217,3
-120.29066,36.179,4.4
-119.94833,34.674,2.58
-125.00983,40.65767,3.7
-124.62183,40.3225,2.56
-118.57933,37.45117,3.22
-120.28083,36.18817,2.72
-121.56567,37.15583,2.64
-121.61867,37.29016,2.78
-121.133,36.546,2.74
-121.568,37.14983,2.62
-121.56834,37.1485,2.83
-118.30033,38.50583,2.91
-121.656,37.27617,2.63
-125.61884,41.476,3.27
-125.5595,40.77817,2.6
-126.32383,40.42733,4.61
-121.66217,40.54467,2.55
-118.07133,39.8535,3.29
-121.70084,37.32117,2.57
-120.26817,36.233,3.12
-123.05833,40.09383,2.78
-120.3805,34.7845,3.5
-118.83567,37.47467,2.79
-118.83517,37.47517,2.69
-118.83483,37.47533,2.63
-121.66666,37.2895,3.5
-121.7135,37.31833,2.85
-118.015,35.76467,2.78
-120.20934,36.08317,3
-122.17667,37.80883,2.68
-117.90784,36.43717,2.58
-118.9125,37.60717,2.65
-118.861,37.61367,2.86
-120.815,36.25167,3.2
-121.63866,37.25566,3
-121.6495,37.27633,2.78
-122.76283,38.7835,3.01
-121.70084,37.33667,3.2
-118.2915,39.936,2.96
-118.8265,37.57483,3.08
-117.102,39.308,2.65
-120.407,36.29433,2.69
-118.52016,37.40633,2.84
-118.30317,35.97117,2.79
-121.64317,37.25967,2.78
-121.07283,40.18567,2.78
-118.36784,37.227,2.5
-125.05434,40.40533,2.8
-121.64716,37.27483,2.61
-122.18967,37.50267,2.96
-124.11,40.20016,2.98
-124.09834,40.21417,2.99
-118.779,37.55533,2.63
-120.40833,36.216,3.16
-122.93916,39.465,2.58
-121.55733,36.82983,3.1
-118.345,35.902,2.69
-119.04984,37.63983,2.52
-121.154,34.77683,2.73
-122.819,38.83283,3.01
-122.8075,38.80633,2.58
-122.80367,38.80517,3.15
-118.49216,39.33767,2.57
-121.572,37.14817,2.89
-125.1405,40.74033,2.57
-123.346,41.11666,2.58
-121.64367,37.26217,3.4
-119.8355,40.0855,2.78
-119.00484,34.949,3
-121.66617,37.29016,3.2
-124.36967,40.37583,2.52
-121.32267,35.8515,2.51
-119.65583,38.80517,2.71
-119.66,38.81267,2.71
-123.9115,40.68033,3.2
-124.52634,40.3405,3.37
-121.4375,36.94067,2.61
-124.89684,40.34817,2.69
-121.6635,37.28467,3.2
-122.90667,39.28467,2.72
-121.6395,37.258,3
-121.45333,36.958,2.86
-122.06734,38.16467,2.97
-118.82533,37.63983,3.16
-121.6545,37.27667,3
-120.68684,36.12967,2.64
-121.59367,37.2595,4.2
-121.59933,37.26534,2.69
-120.2605,36.19783,2.54
-121.57484,37.14883,2.62
-118.38983,37.98967,2.71
-118.5375,35.11433,2.51
-118.693,37.44033,2.75
-125.28467,40.44167,2.89
-121.65633,37.278,3
-124.4795,40.32617,2.87
-125.57066,40.47083,3.04
-121.61784,37.22717,2.69
-120.118,36.1895,2.91
-122.797,38.82367,3.17
-125.85017,40.4145,3.25
-121.69583,37.328,2.57
-119.53983,34.885,4.24
-119.27333,34.311,3.08
-121.44733,36.95633,2.62
-118.30967,35.96933,3.18
-123.92284,40.40317,2.66
-124.71317,40.32467,2.93
-121.6855,37.31417,2.96
-121.68533,37.31467,2.8
-121.58317,35.82183,3.03
-122.79283,38.80617,2.5
-124.05617,41.12983,3.3
-122.78316,38.79617,2.52
-121.66333,37.28517,3.4
-118.82616,37.6,3.09
-122.7995,38.8165,3
-122.801,38.81867,3.07
-121.7195,37.35467,2.56
-118.07784,38.152,3.75
-117.92767,38.214,2.55
-120.00883,35.93517,2.77
-122.36933,38.2625,2.72
-119.59433,34.1685,2.53
-120.8065,34.92617,4.3
-117.86767,36.06617,2.75
-121.35333,36.7145,2.54
-121.46933,36.92717,2.52
-123.0645,39.05667,2.72
-120.2365,36.1595,3.4
-121.899,37.63783,2.71
-125.85233,40.41117,2.57
-121.5295,37.13117,2.63
-125.2305,40.4275,3.02
-121.63734,37.24866,2.57
-124.90517,40.7835,2.69
-124.95567,41.09583,3.3
-122.14584,37.7415,3.1
-117.866,38.22267,2.67
-126.18616,40.4825,3.22
-124.88184,40.491,2.66
-121.63866,37.253,2.76
-123.26417,39.42517,2.69
-121.85117,37.983,2.64
-120.269,36.156,3.05
-125.52717,40.37583,3.38
-121.48517,37.028,2.63
-124.98583,40.3945,3.1
-117.79083,35.5395,2.59
-122.27016,37.38233,3.01
-121.6425,37.26033,2.75
-119.67817,40.0925,2.66
-118.91116,35.26383,2.64
-116.74767,35.1485,3
-118.129,39.01967,2.61
-123.26817,40.187,3.2
-121.35883,35.85567,2.6
-119.015,37.61934,2.7
-119.01633,37.61817,2.85
-119.024,37.61533,2.61
-119.01733,37.6205,3.49
-119.022,37.618,2.93
-120.28667,39.46517,2.65
-126.39267,40.47066,3.75
-120.68916,36.25083,2.65
-118.82417,37.56583,2.84
-118.05717,35.73167,4.26
-120.39,36.244,2.62
-118.05,35.73183,2.87
-118.23483,35.703,4.02
-121.67233,37.291,3
-121.65867,37.16167,3.1
-121.71083,37.346,2.51
-121.71267,37.3455,2.63
-121.63717,37.1865,2.83
-118.3245,35.919,2.73
-121.62366,37.23433,3.1
-121.73766,37.3855,3.1
-118.64283,37.45167,2.84
-121.5965,37.25967,2.7
-118.28284,36.17617,2.58
-118.307,36.28483,3.07
-118.71167,34.493,2.94
-118.45417,35.16083,3.18
-120.1055,40.26383,3.49
-121.63567,37.247,2.93
-120.61134,36.4465,3.2
-120.98466,40.08217,2.74
-117.867,38.2235,3.21
-117.85384,38.22917,2.84
-118.13433,36.68,2.8
-121.72283,37.41683,3.06
-121.81017,37.6135,3.3
-119.9525,40.2825,2.86
-118.337,38.36017,2.74
-121.12767,39.6835,2.61
-118.21233,39.56417,2.81
-123.57467,41.3,2.85
-118.89417,37.63633,2.67
-118.9315,37.63683,3.46
-118.93483,37.63983,3.01
-118.93933,37.6375,2.57
-118.93584,37.635,3.7
-118.92416,37.64117,3.07
-118.92934,37.63983,2.55
-121.52583,36.81267,2.64
-122.51283,40.85633,3.24
-121.63766,37.25217,2.79
-118.16817,39.07967,2.64
-119.0945,35.09433,3.08
-118.80117,37.547,2.82
-121.583,37.18117,2.55
-122.92067,39.04167,2.68
-122.80334,38.804,2.52
-123.548,41.42417,4
-120.4225,36.29417,2.87
-120.416,36.29217,2.55
-118.93616,37.6405,2.57
-118.94566,37.63933,2.82
-118.21117,39.0305,2.56
-119.753,34.57867,2.6
-122.8075,38.82233,2.54
-122.8235,39.29667,2.51
-122.50584,41.144,2.66
-118.31533,36.268,2.62
-120.39684,34.84067,2.95
-118.941,37.64017,2.75
-118.94133,37.64367,3.23
-118.81567,37.5995,2.53
-118.94917,37.641,2.57
-122.778,38.77067,3.17
-118.952,37.63683,2.81
-124.88783,40.597,3.3
-118.30817,36.28283,3.04
-117.87634,38.22417,2.71
-121.64133,37.25983,3.2
-121.64433,37.2625,3.5
-121.65683,37.27617,2.82
-122.80634,38.82,2.61
-122.7965,38.81733,3
-124.684,40.347,2.8
-118.74567,38.39017,2.66
-121.121,36.6745,2.65
-121.643,37.25733,3.2
-121.73417,37.37983,3.5
-121.65916,37.25983,2.56
-118.28967,36.26833,3.13
-120.25784,36.23567,2.72
-120.363,41.889,3.09
-120.36884,36.44584,2.59
-120.364,36.44683,2.98
-116.3735,37.68483,4.12
-123.30033,40.77817,2.68
-118.1885,37.44083,4.49
-121.41517,40.03683,2.94
-124.194,40.46267,3.1
-125.111,40.4425,3.5
-125.22583,40.42817,4
-126.6025,40.40733,3.23
-119.09883,35.1095,2.93
-119.09783,35.10167,2.58
-121.43233,40.03533,2.76
-124.64933,40.329,4.7
-118.66866,34.72983,2.59
-118.829,34.91217,3.02
-118.5855,34.59083,2.82
-121.71217,37.01067,3.8
-118.95417,37.637,2.68
-116.96267,34.1815,4.22
-121.26833,36.65417,2.59
-120.75833,36.19867,2.82
-119.171,37.71367,2.84
-117.79,35.86117,2.61
-118.86617,37.53583,2.58
-122.87967,39.04933,2.71
-118.61333,37.46267,3.16
-121.66417,37.291,3
-120.01033,39.63317,2.52
-118.34,35.87634,2.73
-121.689,37.32583,2.61
-117.85633,38.2295,2.62
-119.256,39.52,3.05
-118.33916,35.87817,2.65
-116.83466,38.17333,2.6
-118.446,35.29883,2.67
