Longitude,Latitude,Magnitude
-124.88017,40.37233,3.03
-116.6105,34.71467,3.4
-122.74516,38.77267,2.95
-116.45717,37.84267,2.98
-124.2695,40.52267,2.74
-118.83134,37.6175,2.65
-120.56184,36.00783,2.62
-126.82516,40.61083,3.16
-124.992,40.51517,2.55
-118.88116,37.54583,2.58
-118.88184,37.54633,3.31
-121.43066,36.93667,2.71
-124.16933,40.22567,2.59
-127.23933,40.44633,3.52
-118.45934,34.27517,2.74
-120.45567,36.2805,2.89
-119.74817,38.577,3.39
-124.71317,40.3465,2.86
-119.91634,39.32767,2.75
-120.08733,39.63317,3.25
-117.95617,34.314,2.83
-118.51033,34.27633,3.18
-118.68,37.55283,3.25
-122.75667,38.78233,2.57
-122.7575,38.786,3.1
-118.51984,37.42433,2.85
-121.56983,36.83933,3.05
-118.3175,35.46983,2.5
-118.31683,35.469,3.08
-122.746,38.7915,3.89
-125.049,40.4255,2.67
-118.31583,35.46833,2.58
-124.37967,40.282,2.9
-121.7345,37.38066,3.11
-118.579,35.9595,2.5
-121.27567,36.67916,3.12
-120.8235,36.25467,2.89
-118.97667,37.5805,2.57
-119.114,34.6955,2.95
-118.853,37.58733,2.91
-122.01283,37.96233,2.6
-122.762,38.7815,2.81
-118.84333,37.5735,2.54
-124.9325,40.29817,2.64
-117.22483,34.31667,3.38
-121.2745,36.65567,2.7
-117.8105,36.0065,2.55
-116.32,33.91867,4.56
-121.69483,39.7755,2.93
-117.6255,36.09367,5.1
-117.62167,36.09717,2.88
-120.11217,39.638,2.71
-117.62366,36.10133,2.6
-124.767,40.33067,2.77
-117.638,36.0925,2.7
-124.76434,40.39633,2.88
-117.63116,36.10133,3.38
-117.9455,36.519,2.8
-117.64367,36.101,3.67
-117.632,36.10117,2.6
-117.44683,36.33433,2.55
-117.908,36.57367,2.65
-117.621,36.11183,2.85
-123.2575,40.75333,3.71
-117.6225,36.086,2.79
-117.62534,36.07383,2.61
-117.6415,36.08917,2.6
-117.65383,36.0955,3.07
-117.61867,36.09433,2.71
-117.6405,36.09833,2.85
-117.6315,36.11234,2.53
-119.8175,39.9735,4.2
-119.69,40.0025,3.28
-117.61266,36.10033,3.35
-119.78867,39.98767,3.47
-117.636,36.106,2.93
-119.89967,40.0235,2.8
-117.63866,36.10333,3.07
-117.63416,36.09717,2.81
-117.6345,36.0715,3.34
-117.637,36.09433,2.88
-117.6355,36.083,2.68
-122.75733,38.7915,4.34
-117.6665,36.04817,2.7
-120.45983,36.282,3.45
-117.62883,36.06633,2.6
-117.62666,36.08533,3.12
-122.15784,37.0505,2.72
-117.633,36.0855,3.31
-124.61633,40.3475,2.57
-117.66033,35.78183,2.68
-119.53983,38.65667,2.81
-119.54483,38.65983,3.48
-119.74133,38.51583,2.76
-119.68266,38.60933,2.72
-119.80917,38.53767,3
-119.5555,38.64517,2.84
-119.81966,38.49267,2.58
-119.54716,38.65633,3.08
-119.53917,38.65633,2.98
-120.11234,39.60617,2.85
-122.81467,38.80033,2.6
-118.37617,37.446,2.67
-117.50983,35.649,2.6
-125.29784,40.654,2.7
-119.55283,38.64867,2.77
-121.39133,36.79283,2.5
-119.49117,38.67233,2.72
-117.621,36.10783,3.06
-117.6325,36.09833,3.31
-121.90833,40.88066,2.66
-117.61333,36.08433,2.87
-119.56267,38.662,4.6
-119.52,38.66067,2.71
-119.5425,38.659,2.71
-119.5475,38.65533,2.67
-119.55967,38.66,2.52
-119.55133,38.6485,2.77
-117.63834,36.09467,3.78
-119.56817,38.644,2.51
-119.435,38.678,2.51
-119.533,38.65367,2.69
-119.545,38.659,2.74
-121.91067,40.87917,2.65
-119.5415,38.66283,4.3
-119.54134,38.66967,3.6
-119.54517,38.65933,2.73
-119.53883,38.66333,2.73
-117.62534,36.07883,2.97
-119.54733,38.66117,2.71
-117.63866,36.076,2.65
-121.626,36.88183,3.14
-119.81917,38.65167,2.62
-118.593,37.131,2.71
-119.5265,38.6715,2.65
-119.5535,38.65317,2.61
-117.62666,35.79417,2.59
-117.63,36.1035,3.94
-117.633,36.11,2.89
-117.64017,36.09133,2.88
-124.993,40.39034,2.85
-121.2205,36.61383,2.65
-117.6475,36.07433,2.65
-120.85233,36.28917,2.62
-117.69984,36.01283,2.55
-117.63284,36.10017,3.03
-117.63033,36.07033,2.54
-117.619,36.08717,2.65
-117.63184,36.09533,2.71
-125.20717,40.25017,3.91
-119.50983,38.65033,2.55
-122.81633,39.29167,2.63
-122.87883,38.8335,2.66
-127.138,40.44817,3.71
-118.73067,34.389,2.88
-124.69566,40.2825,2.68
-121.54517,36.82583,2.71
-119.5335,38.66567,2.79
-120.85217,36.71617,2.6
-119.53316,38.64167,2.66
-117.64066,36.071,2.6
-117.88983,36.06617,2.76
-119.54483,38.6595,2.84
-119.53817,38.63967,3.36
-119.60633,38.57983,2.6
-119.60883,38.58433,2.59
-118.57684,35.30333,2.5
-118.93417,37.6485,2.56
-118.7605,37.50333,2.91
-119.5355,38.64217,2.98
-119.53817,38.63367,2.5
-117.6375,36.08917,2.98
-122.6295,38.47133,2.6
-117.62867,36.07483,2.7
-124.74184,40.29567,2.67
-122.28817,40.18217,2.61
-121.47967,37.04016,3.07
-116.73,33.577,3.83
-122.7115,38.758,2.59
-121.60883,36.8755,2.89
-120.4065,36.2715,2.6
-119.5635,38.63017,2.63
-118.51483,34.32217,2.57
-119.69383,38.59917,2.8
-122.74416,38.79217,2.58
-123.06233,39.0165,4
-121.72816,37.358,2.74
-117.619,36.08567,2.75
-117.636,36.06567,2.88
-117.66217,36.06833,2.59
-117.63167,36.07767,3.88
-117.62683,36.07533,3.33
-117.6365,36.07633,2.71
-117.62217,36.07533,2.5
-117.625,36.07467,2.8
-117.62984,35.7945,2.66
-120.13766,39.58183,2.93
-120.13817,39.5835,2.75
-120.1995,39.566,2.64
-125.31783,40.777,4.2
-121.43417,36.74683,2.81
-125.07633,40.36983,3.04
-124.476,40.37867,2.8
-121.19883,36.59517,2.59
-119.6425,38.71067,2.87
-126.03133,41.917,2.78
-123.8055,40.8625,3.55
-120.065,33.82467,3.31
-120.0845,39.62283,3.14
-125.8195,40.3335,2.73
-122.14233,41.96233,3.18
-117.6185,36.06833,3.38
-118.329,35.77917,2.8
-117.0005,33.5235,3.89
-124.39066,40.2875,4.2
-122.37366,40.62833,2.51
-124.399,40.26767,2.74
-120.11017,39.62267,2.99
-121.55483,36.83133,2.96
-120.12666,39.63233,2.53
-120.0535,39.61017,2.74
-120.43784,39.455,2.57
-117.55466,34.27633,3.2
-118.80033,37.48734,2.82
-120.08833,39.62183,2.63
-119.02934,35.211,2.73
-120.7445,34.93884,3.22
-118.682,37.34117,3.2
-124.96667,40.3895,3.43
-118.537,37.32367,3.11
-120.14167,39.60783,2.89
-117.63367,36.09017,2.65
-117.7995,36.03533,2.55
-116.55133,36.77583,3.28
-118.74583,34.358,2.68
-118.77883,34.388,2.95
-119.5455,38.65434,2.53
-118.5405,37.343,2.54
-117.63316,36.0865,2.57
-121.71684,37.35133,2.51
-119.59333,39.58267,2.85
-117.67233,37.92733,2.73
-121.97417,36.78683,2.51
-119.538,38.66583,3
-122.993,39.46783,3.1
-118.943,35.0745,3.31
-118.68217,37.3415,2.78
-124.37917,40.27367,5.6
-124.508,40.3025,2.66
-124.63433,40.33217,4.6
-124.502,40.30183,2.57
-124.3995,40.28533,2.8
-126.04234,41.10933,3.93
-124.6475,40.34033,3.09
-124.68183,40.3325,2.69
-122.61066,40.67667,2.72
-124.68833,40.29117,2.85
-124.57333,40.32733,2.55
-124.55833,40.31183,2.62
-118.2355,36.121,3.08
-117.502,34.29817,3.13
-121.55417,36.83033,2.65
-122.79816,38.80033,3.42
-119.54217,38.6505,2.77
-126.14867,40.4455,2.94
-124.3965,40.28133,5.2
-119.53633,38.654,2.84
-118.244,36.10233,2.81
-123.44133,40.93217,3.27
-124.404,40.28367,2.88
-122.99284,39.471,3
-119.99067,39.6175,2.53
-120.15217,39.59283,2.55
-117.63133,36.06883,2.62
-124.16,40.215,2.86
-117.63084,35.74617,2.91
-117.6075,36.09617,3.01
-124.54283,40.31033,2.71
-120.886,36.78833,2.64
-124.55666,40.31333,2.5
-117.85633,34.02467,3.6
-120.776,35.89517,2.55
-120.128,39.58367,2.83
-120.28083,36.198,3.9
-117.498,35.10083,2.54
-119.537,38.65783,2.55
-118.55117,34.32633,3.46
-125.08717,40.40434,3.3
-120.169,39.56683,2.59
-126.53867,41.935,3.71
-124.50733,40.30283,2.76
-122.64867,38.3625,3.5
-122.651,38.36417,3.7
-125.6005,40.4255,2.6
-120.1315,39.55867,2.5
-125.0145,40.38933,3.16
-119.581,38.6325,2.62
-119.5575,38.64967,2.78
-117.60717,36.10217,2.81
-122.756,38.79167,2.61
-118.362,36.24483,2.55
-121.3515,36.7135,3.17
-117.9285,38.27367,2.94
-117.64567,36.10333,2.75
-118.8605,37.565,4.2
-118.8585,37.57317,2.61
-122.64066,38.35417,3.09
-122.79433,38.82333,2.67
-120.14667,39.58983,2.87
-117.51917,36.93767,2.82
-119.64967,38.73217,3.03
-117.64133,36.0575,2.8
-117.64833,36.047,2.51
-117.613,36.09483,3.78
-117.60083,36.10583,3.07
-117.64433,36.06116,2.79
-121.6515,37.71133,2.51
-117.60616,36.09933,2.8
-117.60567,36.1065,3.65
-117.60767,36.10467,2.75
-124.47266,40.2945,3.03
-125.631,41.12483,3.9
-118.115,34.52133,2.57
-117.60783,36.96633,2.53
-117.60817,36.08517,2.92
-117.7195,34.03883,3.2
-118.629,37.31617,3.32
-122.77267,38.78817,2.96
-121.3555,36.89083,2.72
-124.59917,40.29183,2.66
-118.8545,37.572,2.65
-122.74316,38.7925,3.32
-123.00383,38.95233,3.19
-118.48016,36.54467,2.5
-119.64017,38.7385,2.53
-120.27016,36.14767,2.56
-125.12833,40.414,2.6
-119.692,34.39083,3.41
-119.58517,38.64483,2.53
-120.32417,39.491,2.53
-120.1375,39.58183,2.53
-118.86667,37.63766,3.01
-120.4015,39.35667,2.7
-121.7585,36.984,2.91
-120.1545,39.597,2.76
-118.7485,37.529,2.63
-120.0835,39.6305,3.06
-125.15,40.431,2.53
-119.61433,38.66167,2.76
-125.068,40.41533,2.89
-123.27966,39.85117,2.85
-117.64833,36.1005,2.62
-118.85416,37.57067,3.56
-118.85433,37.57017,3.27
-118.85284,37.5695,3.1
-118.85367,37.56983,4.1
-118.852,37.56783,2.51
-118.5325,37.3925,2.58
-118.10067,35.6745,3.25
-118.09683,35.67667,2.62
-120.70167,34.47183,3.08
-120.72733,34.462,3.4
-119.35733,36.60167,2.58
-117.6485,36.10317,2.55
-122.81184,38.80933,2.62
-117.64667,36.1045,2.61
-120.10633,39.60233,2.77
-119.144,38.23933,2.51
-125.0015,40.39217,2.72
-121.6145,36.87983,2.85
-121.612,36.879,2.52
-122.79867,38.801,3.25
-117.1375,35.58583,2.97
-124.62634,40.3295,3.08
-118.101,35.67383,2.86
-117.62634,36.08933,2.83
-124.83033,40.3,2.78
-118.81483,37.59217,2.58
-123.072,40.53933,2.58
-122.01067,37.95433,2.51
-119.67017,38.704,2.63
-120.08334,39.61783,2.77
-122.78,38.794,3.15
-126.79684,40.42967,3.64
-117.70133,34.2365,2.76
-117.65266,36.09917,3.29
-117.7755,38.5685,2.6
-123.81817,40.87967,2.95
-122.56734,37.7125,3.56
-122.5645,37.71333,2.55
-122.5675,37.71367,3.53
-118.579,37.36583,3.09
-124.72383,40.344,2.68
-119.51767,38.68583,2.51
-122.80233,38.81967,2.77
-121.47166,36.77433,2.95
-121.44383,36.75017,3.2
-119.05267,35.1125,2.5
-118.40083,37.02667,2.8
-122.13133,43.1965,2.55
-119.855,38.59433,2.8
-118.5715,37.421,2.62
-122.72417,38.75883,3.13
-119.1165,35.10867,2.56
-119.73583,36.0005,2.62
-121.58533,36.959,2.65
-117.1325,35.02683,4.8
-116.86833,34.95817,3.78
-116.78867,34.96633,3.41
-116.895,34.94633,3.16
-116.87583,34.9665,3.46
-118.85533,37.5015,3.35
-118.17817,37.42667,2.68
-118.4605,34.283,2.61
-117.6385,36.114,2.58
-125.11467,40.39583,3.21
-121.40916,36.83767,4.2
-121.40784,36.83367,2.78
-121.40733,36.83167,2.91
-122.80634,38.81767,2.71
-117.30833,35.89017,2.77
-124.64733,40.33,2.74
-119.707,38.79583,3.3
-122.71283,38.7595,2.75
-118.57066,37.34184,3.34
-121.93066,38.15683,2.58
-121.93,38.15167,2.81
-121.92867,38.15067,3.35
-121.92867,38.14917,2.92
-121.92683,38.1505,2.91
-121.9335,38.15,3.57
-121.92733,38.14983,3.33
-121.9315,38.14983,3.48
-117.6175,36.0765,2.58
-121.93066,38.151,3.7
-121.93017,38.15283,2.51
-121.92717,38.15783,3.41
-121.93517,38.1555,3.38
-121.93467,38.15867,2.65
-121.93283,38.151,3.6
-121.934,38.15183,3.46
-122.10033,37.3105,2.64
-121.16467,36.57283,2.58
-121.4695,36.98917,2.54
-119.64533,38.75517,3.16
-121.04117,36.46467,2.62
-117.64167,36.105,2.58
-118.63084,33.35117,3.3
-123.55817,39.67367,2.75
-123.55717,39.67317,2.51
-121.93,38.15083,3.65
-121.93633,38.15917,2.73
-118.88633,37.6135,2.83
-121.93816,38.15633,3.38
-118.88717,37.61267,3.25
-121.92117,38.14734,2.51
-125.75117,41.42283,2.56
-117.473,35.6255,2.7
-121.93967,38.15717,2.7
-122.77133,38.78283,2.55
-120.74084,34.45317,3.07
-124.79733,40.535,4.2
-122.66683,38.42017,2.74
-120.66167,36.47766,2.79
-121.3155,36.68683,2.93
-122.80666,38.8255,2.52
-118.90884,37.598,2.94
-120.2245,39.563,2.63
-118.90833,37.59983,3.02
-117.79533,35.99833,2.72
-116.7565,34.63217,2.99
-118.90833,37.60017,2.98
-122.77783,38.79117,2.74
-121.18417,36.58817,2.62
-117.6225,36.07983,2.52
-121.34317,34.68317,2.57
-118.339,35.9125,2.63
-122.79816,38.82333,3.04
-118.72816,38.0835,3.18
-118.7305,38.07217,4.04
-122.75417,38.79117,3.22
-120.63567,36.07817,2.72
-120.63367,36.07983,3.45
-124.66383,40.3355,3.04
-121.61383,36.88066,3.55
-121.61467,36.88083,3.26
-117.89233,36.07017,2.75
-121.61816,36.88334,2.92
-121.61716,36.88233,3.16
-121.61383,36.88,3.3
-118.5955,37.44833,2.75
-121.09983,36.51917,2.54
-121.60616,36.872,2.51
-118.85733,37.57033,2.68
-125.072,40.41533,3.12
-120.08266,36.06033,2.8
-124.6435,40.336,2.8
-122.8735,38.83417,3.01
-116.85067,35.6045,3
-118.72533,38.07883,3.02
-116.9055,34.97167,3.41
-116.91433,34.97433,2.97
-121.17484,36.5805,2.51
-126.972,40.47417,2.88
-121.77084,37.4285,3.35
-121.62833,37.6925,2.96
-119.3715,37.63467,2.56
-121.1735,36.57883,2.53
-117.6475,36.061,2.61
-118.06433,36.21583,2.53
-118.9065,34.12383,2.59
-119.37334,37.63233,2.94
-117.63583,35.794,2.5
-124.50333,40.37067,2.76
-115.90816,37.196,3.77
-117.62767,35.74067,2.58
-118.6765,34.3665,4.69
-118.67316,34.371,3.4
-118.68066,34.37317,2.7
-118.661,34.372,3.24
-118.67117,34.37133,3.85
-118.685,34.3645,3.59
-124.66683,40.453,2.86
-118.31067,36.14817,2.64
-118.27917,36.00483,2.59
-118.66233,34.36934,4.68
-118.64467,34.38933,2.93
-118.64034,34.38917,3.86
-118.60333,34.41516,2.72
-118.64867,34.40816,2.58
-118.64333,34.38533,2.61
-118.64267,34.3825,3.4
-118.45717,36.02683,3.24
-125.03467,40.3275,2.67
-124.4875,40.30183,2.77
-122.43884,38.755,2.61
-119.3425,35.33467,2.61
-118.6315,34.388,2.84
-118.64533,34.39133,2.86
-119.74683,39.38167,2.96
-122.04483,39.59083,3.32
-120.60683,36.04933,2.84
-120.13717,39.5835,2.7
-122.5165,37.70583,2.59
-122.51633,37.70683,3.15
-119.85583,38.59467,2.83
-118.65816,34.38,2.67
-119.543,38.662,2.68
-118.67966,34.37383,3.6
-119.169,35.03517,2.8
-119.115,35.11383,2.5
-120.345,42.35367,2.66
-124.91033,40.3725,2.53
-118.44783,34.28833,2.96
-118.83933,37.60733,3.06
-120.4895,39.47483,2.71
-116.73383,34.9575,3.21
-118.4295,35.4495,4.1
-118.53817,35.6685,2.55
-117.61417,35.72333,3
-120.1265,39.58,2.52
-118.63467,34.39083,2.72
-120.148,39.59017,3.02
-120.19183,39.56733,2.85
-120.30617,34.81683,2.88
-120.16766,39.60483,2.57
-122.798,38.8095,2.72
-121.88533,40.27533,2.96
-120.30783,34.81367,2.64
-123.29667,40.872,2.55
-117.89933,36.43683,2.75
-120.2025,39.5565,2.53
-122.285,40.15283,3.16
-123.4495,40.92433,2.83
-117.16666,34.40767,3.68
-120.307,34.81667,2.52
-122.09367,40.307,2.98
-122.80933,38.817,2.94
-122.0905,40.29317,2.74
-120.4575,36.28017,2.99
-121.04,36.46217,2.85
-125.44234,40.40183,3.31
-119.35284,34.666,2.67
-118.627,34.20583,3.14
-121.57684,36.84817,2.84
-117.64367,36.10867,2.82
-117.64817,36.10217,2.72
-117.65166,35.7785,2.73
-116.91016,34.95284,3.07
-121.90417,40.27883,2.61
-121.283,36.77417,2.54
-120.31517,34.8185,3.22
-117.24633,35.22683,2.82
-116.73317,34.92117,2.92
-121.613,36.88117,2.75
-120.5245,35.97433,2.84
-121.28316,36.77467,2.85
-116.34367,34.49067,3.06
-125.45216,40.40033,2.75
-123.24866,39.39117,3.23
-118.70467,38.03983,2.61
-118.64283,35.14034,4.11
-120.79833,36.86483,2.6
-119.64317,34.24117,2.52
-116.92167,34.97,3.43
-116.93767,34.97333,3.22
-116.83017,34.96517,2.78
-120.96117,36.383,2.58
-117.64034,35.78783,3.86
-120.14066,39.979,2.78
-120.0835,40.085,2.75
-125.06033,40.40233,2.97
-118.869,37.51083,3.36
-118.85467,37.5405,2.99
-120.48967,35.93583,3.1
-118.079,36.1615,2.83
-118.98434,34.49283,2.5
-124.9855,40.388,2.95
-121.52016,37.117,3.59
-121.52283,37.117,2.85
-121.52233,37.119,3.52
-118.86567,37.57617,2.52
-119.64283,38.73117,2.5
-120.8765,34.90383,2.54
-117.858,37.19033,2.69
-125.03667,40.40317,2.93
-125.93616,41.08633,4.3
-122.78416,38.79667,2.61
-121.20467,36.60383,3.13
-121.204,36.6035,2.84
-120.13817,39.5825,2.58
-119.88533,35.3,2.55
-118.93433,37.6465,2.52
-121.59267,36.0875,2.54
-118.3615,36.288,2.7
-117.976,35.96667,3.07
-125.11083,40.3035,2.65
-117.6465,35.786,2.74
-126.469,40.43733,4.54
-118.52133,35.003,2.63
-118.52233,35.00383,2.87
-117.65583,35.989,3.39
-117.664,34.29567,3.26
-118.25333,34.09184,2.72
-118.47317,34.42083,2.67
-118.15183,36.799,2.79
-121.2545,36.62483,2.58
-121.26067,36.647,3.16
-119.4065,35.172,2.74
-118.48983,34.2695,2.79
-116.068,36.52433,3.42
-117.65483,35.99467,2.51
-117.898,37.26033,2.64
-119.24617,38.171,2.98
-122.595,37.77783,2.57
-126.02133,40.4545,2.69
-121.594,36.86617,2.55
-121.46133,36.75834,2.5
-118.15466,32.55267,4.48
-118.29217,33.44967,4.02
-118.25733,33.02383,4.26
-118.23083,33.11183,3.54
-122.72234,38.7855,2.71
-122.49133,36.594,2.51
-118.361,35.59517,2.57
-118.6035,35.2765,3.35
-120.1265,37.12,2.71
-121.5545,40.46667,2.98
-119.29183,36.6365,2.69
-125.098,40.41967,2.65
-125.102,40.467,3.5
-124.77766,40.55,2.59
-122.51366,36.5675,2.59
-118.7835,37.46583,3.02
-124.71083,40.4375,3.17
-122.78267,38.78683,2.71
-118.30867,35.43967,3.5
-118.27766,39.6295,2.97
-117.3385,34.1825,3.97
-118.85316,37.53083,2.54
-124.551,40.3155,2.55
-116.87016,34.96667,3.31
-116.73933,34.954,3.14
-117.628,35.79217,2.93
-117.62067,35.79533,3.15
-125.586,40.425,3.47
-117.64684,36.10833,3.16
-121.58283,36.85183,2.81
-116.76017,34.9505,2.99
-117.63866,35.78533,4.1
-118.71367,33.9675,2.61
-123.95634,42.21833,2.8
-117.62067,35.79333,2.8
-117.622,35.78583,2.51
-118.2405,36.9645,2.52
-121.44033,36.98333,2.64
-125.988,40.46933,3.01
-118.926,37.6505,2.52
-122.822,38.8055,3.05
-119.89034,36.22033,2.52
-118.92367,37.6495,2.6
-118.92683,37.65383,2.57
-122.81067,38.82117,2.51
-118.93066,37.656,2.67
-118.92817,37.65233,2.92
-118.5975,34.4465,2.82
-125.35233,40.81617,2.55
-122.0285,37.93217,3.06
-122.8735,39.35733,2.7
-118.93567,37.65233,3.09
-121.12767,36.57817,2.64
-119.665,38.80867,2.84
-118.07667,34.48734,2.93
-118.90933,37.59583,2.91
-124.28533,42.002,2.86
-117.328,34.16117,3.45
-122.322,37.1815,3.5
-117.65134,35.76567,3.01
-118.54884,37.513,2.93
-120.13834,39.5835,2.74
-120.05183,39.3695,2.77
-125.06017,40.3855,4.3
-125.0465,40.3885,3.32
-117.78033,36.0345,2.83
-118.49583,33.99733,3.28
-121.5945,36.96367,3.9
-118.8625,37.636,3.36
-123.50183,41.8035,3.45
-122.10717,40.37433,2.61
-124.424,40.313,2.56
-123.63866,38.87067,2.91
-118.86183,36.00566,2.55
-118.45467,34.27817,2.56
-124.378,40.67767,3.46
-121.56934,36.84217,2.76
-117.62366,36.072,2.7
-120.479,36.28433,2.74
-123.372,40.90517,4
-124.54667,40.3055,3.26
-117.86716,36.097,3.59
-121.56934,36.84367,2.51
-120.39034,35.84133,3.32
-121.32183,40.2,3.07
-122.2365,40.5475,2.5
-117.047,34.1345,4.37
-117.37917,34.1905,3.75
-118.013,35.74783,3.47
-120.10183,38.8905,2.62
-118.698,34.36067,3.12
-116.529,35.487,3.12
-125.2035,41.23433,2.51
-125.02067,40.3815,2.51
-118.94317,37.64417,2.97
-122.77634,38.54417,2.52
-118.857,37.63417,3.53
-121.66734,37.5715,3.16
-118.92267,37.64433,2.65
-118.35284,36.22483,2.5
-118.91583,37.64383,2.8
-124.67717,40.45317,2.66
-118.3605,35.59283,2.59
-125.08867,40.39983,2.72
-122.72517,38.75566,3.24
-117.64933,35.989,2.51
-121.25283,35.75067,2.58
-118.8575,37.63334,2.92
-122.8715,39.3595,3.14
-118.95467,37.63817,2.97
-118.956,37.63833,3.01
-118.953,37.63967,2.88
-117.63017,35.79367,2.81
-122.878,39.36067,2.72
-123.06483,39.021,2.88
-121.20284,36.60433,2.64
-118.48383,34.273,3.11
-118.47767,37.52067,3.08
-117.08417,35.5585,2.9
-123.282,40.93067,2.72
-121.46633,36.98,3.7
-124.45,40.74917,4.3
-121.18533,36.58817,2.62
-118.563,37.41483,3.13
-118.24,37.13917,3.07
-124.6365,40.32333,2.92
-120.07816,35.52717,2.55
-121.5445,40.20033,2.73
-120.077,35.53033,2.9
-123.95084,41.75383,2.86
-124.9525,40.38783,2.82
-124.48683,40.6015,2.81
-118.49416,33.0945,3.51
-122.7735,38.83733,2.61
-117.36217,34.19083,3.02
-125.9925,40.51567,2.51
-123.92617,41.38667,2.59
-122.54784,37.73667,3.02
-125.859,40.6015,2.64
-120.3535,36.40133,3.02
-120.994,36.4145,2.99
-120.7275,39.53067,2.73
-118.805,38.07183,3.22
-118.45433,34.31467,2.94
-118.68967,37.39083,2.86
-122.75117,38.79467,2.51
-125.7225,41.65783,2.92
-117.97117,34.15733,2.87
-119.42433,37.63933,2.94
-121.56767,36.83783,3
-126.9845,40.44,3.62
-119.61967,38.76017,3.39
-118.53233,34.15217,3.34
-122.79517,38.82417,2.52
-124.43166,40.34817,2.91
-118.497,38.63833,3.9
-118.4905,38.65383,4.5
-118.5045,38.68717,4.4
-118.479,38.612,2.53
-121.46616,36.98217,3.08
-125.19033,40.39367,4
-118.8485,37.50433,3.26
-121.7345,37.37317,2.5
-122.77133,38.8245,2.61
-122.77267,38.82333,2.5
-118.36066,35.59483,3.38
-118.81633,37.58967,2.62
-122.72083,38.776,2.54
-124.32584,40.28933,2.61
-120.594,41.58567,4.15
-126.33683,40.43867,3.15
-118.43367,34.3155,2.72
-118.28917,35.72283,2.5
-116.9545,34.898,2.93
-122.0895,37.737,3.11
-118.43317,35.44817,3.54
-122.40366,40.2835,2.85
-121.01,36.7155,2.62
-121.009,36.71517,2.93
-117.34467,34.197,3.08
-118.82883,37.55033,2.79
-120.46616,39.17067,2.53
-122.28833,41.01733,2.83
-122.08567,40.396,2.84
-119.26266,34.85483,2.7
-123.27533,39.22267,2.85
-126.56284,40.38633,2.97
-121.545,36.82283,2.9
-122.757,38.79217,2.86
-119.63284,38.699,2.76
-121.01383,36.4375,3.13
-117.822,35.8575,3.09
-118.854,37.65767,2.94
-126.3045,40.53083,2.81
-118.8545,37.65767,2.64
-120.79217,35.493,2.56
-126.60484,41.37583,3.1
-118.8445,37.57084,2.57
-118.83134,37.579,2.93
-122.674,39.8365,2.72
-120.497,39.84433,2.89
-118.85767,37.568,3.16
-119.62683,38.7585,2.57
-126.09734,40.67967,3.08
-121.13383,36.5435,2.85
-121.61684,36.88283,3
-116.20683,36.83433,3.62
-120.35416,36.23333,3.49
-120.8845,34.844,2.51
-121.501,36.78417,3.5
-121.5025,36.78483,2.55
-122.10917,39.4245,2.57
-125.2935,40.34233,2.53
-118.97667,34.45667,3.26
-122.79417,38.824,2.6
-118.8435,37.657,2.82
-122.79333,39.33217,2.68
-127.15833,40.616,3.24
-121.291,36.77683,2.5
-119.5425,38.661,3.05
-118.84617,37.652,2.58
-118.74084,34.38483,2.72
-122.145,37.37217,2.68
-120.59433,36.0375,2.5
-118.93066,34.429,2.5
-116.99583,34.28567,3.87
-124.47567,40.9605,3.23
-118.35767,35.593,2.97
-126.23734,41.59833,5.3
-118.84534,37.64867,2.84
-118.8445,37.648,2.58
-118.83984,37.48617,2.6
-118.8475,37.65017,2.53
-123.279,39.38867,2.78
-122.33667,37.9665,2.6
-123.04117,38.9945,2.53
-119.7135,38.78567,2.9
-120.57217,39.70867,2.59
-122.77367,38.79984,2.75
-118.926,37.64717,2.66
-125.1,40.43517,2.62
-121.66383,37.28617,3.19
-118.94133,37.633,3.28
-118.94083,37.633,3.08
-125.33617,40.42,3.77
-118.943,37.6335,3.2
-125.35367,40.4185,2.6
-120.611,36.48133,2.77
-124.25083,40.3395,2.81
-116.9175,34.536,4.17
-118.90916,37.637,2.84
-118.91084,37.63766,2.8
-118.91883,37.63783,2.9
-118.91933,37.62033,2.5
-118.91717,37.63433,3.54
-121.45766,40.07067,2.57
-118.93967,37.63167,3.17
-118.94417,37.628,3.09
-118.9455,37.62767,2.53
-122.61367,38.3865,3.03
-121.41333,36.92567,2.56
-124.916,40.387,2.56
-121.24683,37.5115,2.73
-124.84766,40.49717,2.52
-119.022,37.65383,3.19
-118.948,37.63066,2.69
-118.84084,37.45984,3.06
-119.36117,34.2835,2.67
-124.28616,40.45233,3.11
-125.05783,40.343,2.95
-125.8605,41.1255,2.67
-118.3475,34.48083,3.03
-118.9455,37.62933,2.72
-125.34333,41.05283,5.5
-125.254,41.01133,2.66
-125.35533,41.0735,2.69
-125.2305,41.02017,2.51
-125.29034,41.03267,2.56
-125.32267,41.07067,3.2
-125.28733,41.102,2.58
-120.5175,35.96684,3.46
-121.85167,41.03267,2.66
-125.34483,41.072,4.3
-122.77167,38.78583,3.23
-125.39933,41.07117,3.51
-117.02317,35.77733,3.03
-124.42966,40.39483,3.17
-121.24184,40.64567,2.93
-118.94234,37.62983,3.14
-118.94083,37.6295,3.06
-118.94334,37.632,2.51
-120.5215,35.97117,3.49
-122.23634,40.54817,2.73
-123.12133,39.04133,3.11
-118.94133,37.63317,2.62
-119.02834,35.10283,3.06
-121.579,36.84883,2.69
